instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
3,4,10,BruteForce,U,3.4102704375982285e-05,{}
4,4,10,BruteForce,S,1.5951693058013916e-05,"{1: True, 2: False, 3: False, 4: False}"
5,4,10,BruteForce,S,7.857102900743484e-06,"{1: False, 2: False, 3: True, 4: True}"
