instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
3,4,10,BruteForce,U,5.6508928537368774e-05,{}
4,4,10,BruteForce,S,2.438388764858246e-05,"{1: True, 2: False, 3: False, 4: False}"
5,4,10,BruteForce,S,1.1238036677241325e-05,"{1: False, 2: False, 3: True, 4: True}"
