instance_id,bin_capacity,bins_array,method,time_taken
0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Simple,0.0001362091861665249
0,10,"[2, 2, 2, 2, 2]",Simple,0.0001362091861665249
0,10,"[1, 1, 2, 2, 2, 2]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 2, 2, 2]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 1, 1, 2, 2]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 2]",Simple,0.0001362091861665249
0,10,"[1, 3, 3, 3]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 3, 3]",Simple,0.0001362091861665249
0,10,"[2, 2, 3, 3]",Simple,0.0001362091861665249
0,10,"[1, 1, 2, 3, 3]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 1, 1, 1, 3]",Simple,0.0001362091861665249
0,10,"[1, 2, 2, 2, 3]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 2, 2, 3]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 1, 2, 3]",Simple,0.0001362091861665249
0,10,"[1, 1, 4, 4]",Simple,0.0001362091861665249
0,10,"[2, 4, 4]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 1, 1, 4]",Simple,0.0001362091861665249
0,10,"[2, 2, 2, 4]",Simple,0.0001362091861665249
0,10,"[1, 1, 2, 2, 4]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 2, 4]",Simple,0.0001362091861665249
0,10,"[3, 3, 4]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 3, 4]",Simple,0.0001362091861665249
0,10,"[1, 2, 3, 4]",Simple,0.0001362091861665249
0,10,"[5, 5]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 1, 5]",Simple,0.0001362091861665249
0,10,"[1, 2, 2, 5]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 2, 5]",Simple,0.0001362091861665249
0,10,"[1, 1, 3, 5]",Simple,0.0001362091861665249
0,10,"[2, 3, 5]",Simple,0.0001362091861665249
0,10,"[1, 4, 5]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 1, 6]",Simple,0.0001362091861665249
0,10,"[2, 2, 6]",Simple,0.0001362091861665249
0,10,"[1, 1, 2, 6]",Simple,0.0001362091861665249
0,10,"[1, 3, 6]",Simple,0.0001362091861665249
0,10,"[4, 6]",Simple,0.0001362091861665249
0,10,"[1, 1, 1, 7]",Simple,0.0001362091861665249
0,10,"[1, 2, 7]",Simple,0.0001362091861665249
0,10,"[3, 7]",Simple,0.0001362091861665249
0,10,"[1, 1, 8]",Simple,0.0001362091861665249
0,10,"[2, 8]",Simple,0.0001362091861665249
1,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Simple,5.862489342689514e-05
1,10,"[2, 2, 2, 2, 2]",Simple,5.862489342689514e-05
1,10,"[1, 1, 2, 2, 2, 2]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 2, 2, 2]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 1, 1, 2, 2]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 1, 1, 1, 1, 2]",Simple,5.862489342689514e-05
1,10,"[1, 3, 3, 3]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 3, 3]",Simple,5.862489342689514e-05
1,10,"[2, 2, 3, 3]",Simple,5.862489342689514e-05
1,10,"[1, 1, 2, 3, 3]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 1, 1, 1, 3]",Simple,5.862489342689514e-05
1,10,"[1, 2, 2, 2, 3]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 2, 2, 3]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 1, 2, 3]",Simple,5.862489342689514e-05
1,10,"[1, 1, 4, 4]",Simple,5.862489342689514e-05
1,10,"[2, 4, 4]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 1, 1, 4]",Simple,5.862489342689514e-05
1,10,"[2, 2, 2, 4]",Simple,5.862489342689514e-05
1,10,"[1, 1, 2, 2, 4]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 2, 4]",Simple,5.862489342689514e-05
1,10,"[3, 3, 4]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 3, 4]",Simple,5.862489342689514e-05
1,10,"[1, 2, 3, 4]",Simple,5.862489342689514e-05
1,10,"[5, 5]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 1, 5]",Simple,5.862489342689514e-05
1,10,"[1, 2, 2, 5]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 2, 5]",Simple,5.862489342689514e-05
1,10,"[1, 1, 3, 5]",Simple,5.862489342689514e-05
1,10,"[2, 3, 5]",Simple,5.862489342689514e-05
1,10,"[1, 4, 5]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 1, 6]",Simple,5.862489342689514e-05
1,10,"[2, 2, 6]",Simple,5.862489342689514e-05
1,10,"[1, 1, 2, 6]",Simple,5.862489342689514e-05
1,10,"[1, 3, 6]",Simple,5.862489342689514e-05
1,10,"[4, 6]",Simple,5.862489342689514e-05
1,10,"[1, 1, 1, 7]",Simple,5.862489342689514e-05
1,10,"[1, 2, 7]",Simple,5.862489342689514e-05
1,10,"[3, 7]",Simple,5.862489342689514e-05
1,10,"[1, 1, 8]",Simple,5.862489342689514e-05
1,10,"[2, 8]",Simple,5.862489342689514e-05
