instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
1000,4,9,BruteForce,S,1.4108140021562576e-05,"{1: True, 2: False, 3: False, 4: False}"
1001,4,9,BruteForce,U,2.9845628887414932e-05,{}
1002,4,9,BruteForce,S,1.5134923160076141e-05,"{1: True, 2: True, 3: True, 4: False}"
1003,4,9,BruteForce,S,2.0148232579231262e-05,"{1: False, 2: True, 3: False, 4: True}"
1004,4,9,BruteForce,U,2.4005305022001266e-05,{}
1005,4,9,BruteForce,U,2.1202024072408676e-05,{}
1006,4,9,BruteForce,U,2.9204878956079483e-05,{}
1007,4,9,BruteForce,S,9.478069841861725e-06,"{1: False, 2: False, 3: True, 4: False}"
1008,4,9,BruteForce,S,1.5362165868282318e-05,"{1: False, 2: False, 3: False, 4: True}"
1009,4,9,BruteForce,S,7.737893611192703e-06,"{1: False, 2: True, 3: False, 4: False}"
1010,8,18,BruteForce,S,0.0002841297537088394,"{1: True, 2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: True}"
1011,8,18,BruteForce,S,0.00015112990513443947,"{1: True, 2: True, 3: False, 4: True, 5: False, 6: False, 7: True, 8: False}"
1012,8,18,BruteForce,S,0.00046977540478110313,"{1: False, 2: True, 3: True, 4: False, 5: True, 6: False, 7: True, 8: True}"
1013,8,18,BruteForce,U,0.00046715373173356056,{}
1014,8,18,BruteForce,U,0.000505582895129919,{}
1015,8,18,BruteForce,U,0.0004717116244137287,{}
1016,8,18,BruteForce,U,0.000575388316065073,{}
1017,8,18,BruteForce,S,0.00021460000425577164,"{1: True, 2: False, 3: True, 4: False, 5: False, 6: True, 7: True, 8: False}"
1018,8,18,BruteForce,S,8.053146302700043e-06,"{1: True, 2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False}"
1019,8,18,BruteForce,U,0.0004568002186715603,{}
1020,12,20,BruteForce,U,0.010391990654170513,{}
1021,12,20,BruteForce,S,0.004229478072375059,"{1: False, 2: False, 3: False, 4: False, 5: False, 6: True, 7: False, 8: True, 9: False, 10: True, 11: True, 12: False}"
1022,12,20,BruteForce,S,0.0051878378726542,"{1: True, 2: False, 3: True, 4: False, 5: False, 6: True, 7: False, 8: False, 9: False, 10: False, 11: False, 12: True}"
1023,12,20,BruteForce,S,0.00014924583956599236,"{1: True, 2: True, 3: False, 4: True, 5: True, 6: True, 7: False, 8: False, 9: False, 10: False, 11: False, 12: False}"
1024,12,20,BruteForce,S,0.0075694480910897255,"{1: True, 2: True, 3: False, 4: False, 5: True, 6: True, 7: False, 8: True, 9: True, 10: True, 11: False, 12: True}"
1025,12,20,BruteForce,S,0.009805401787161827,"{1: False, 2: False, 3: True, 4: False, 5: False, 6: False, 7: True, 8: False, 9: False, 10: True, 11: True, 12: True}"
1026,12,20,BruteForce,U,0.010682453867048025,{}
1027,12,20,BruteForce,U,0.010396070778369904,{}
1028,12,20,BruteForce,U,0.010374160949140787,{}
1029,12,20,BruteForce,U,0.010853316634893417,{}
1030,16,30,BruteForce,S,0.13203657418489456,"{1: False, 2: True, 3: True, 4: False, 5: True, 6: False, 7: False, 8: False, 9: False, 10: True, 11: False, 12: True, 13: True, 14: False, 15: False, 16: True}"
1031,16,30,BruteForce,U,0.2011530320160091,{}
1032,16,30,BruteForce,S,0.016430495772510767,"{1: False, 2: True, 3: True, 4: False, 5: False, 6: False, 7: False, 8: True, 9: False, 10: False, 11: True, 12: False, 13: True, 14: False, 15: False, 16: False}"
1033,16,30,BruteForce,S,0.005037196911871433,"{1: True, 2: False, 3: True, 4: False, 5: False, 6: True, 7: False, 8: False, 9: False, 10: True, 11: True, 12: False, 13: False, 14: False, 15: False, 16: False}"
1034,16,30,BruteForce,U,0.20605824515223503,{}
1035,16,30,BruteForce,S,0.055200351402163506,"{1: False, 2: False, 3: False, 4: False, 5: True, 6: True, 7: False, 8: True, 9: False, 10: True, 11: True, 12: True, 13: True, 14: True, 15: False, 16: False}"
1036,16,30,BruteForce,U,0.21302638109773397,{}
1037,16,30,BruteForce,S,0.02705595688894391,"{1: True, 2: False, 3: False, 4: True, 5: False, 6: False, 7: True, 8: False, 9: False, 10: False, 11: False, 12: False, 13: False, 14: True, 15: False, 16: False}"
1038,16,30,BruteForce,U,0.2089488198980689,{}
1039,16,30,BruteForce,S,0.10475485539063811,"{1: True, 2: False, 3: False, 4: False, 5: False, 6: False, 7: True, 8: True, 9: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: False, 16: True}"
1040,18,32,BruteForce,U,0.9455770161002874,{}
1041,18,32,BruteForce,U,0.969047814141959,{}
1042,18,32,BruteForce,U,0.8940428481437266,{}
1043,18,32,BruteForce,S,0.4663550262339413,"{1: True, 2: False, 3: False, 4: True, 5: True, 6: False, 7: True, 8: True, 9: True, 10: True, 11: True, 12: False, 13: True, 14: False, 15: False, 16: False, 17: False, 18: True}"
1044,18,32,BruteForce,U,0.9289344786666334,{}
1045,18,32,BruteForce,S,0.1533843451179564,"{1: True, 2: True, 3: False, 4: False, 5: True, 6: False, 7: False, 8: True, 9: False, 10: True, 11: True, 12: False, 13: True, 14: True, 15: False, 16: True, 17: False, 18: False}"
1046,18,32,BruteForce,S,0.0006246473640203476,"{1: True, 2: False, 3: True, 4: True, 5: False, 6: False, 7: True, 8: True, 9: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: False, 16: False, 17: False, 18: False}"
1047,18,32,BruteForce,U,0.8959109312854707,{}
1048,18,32,BruteForce,S,0.004801768809556961,"{1: True, 2: True, 3: False, 4: True, 5: False, 6: True, 7: True, 8: False, 9: True, 10: False, 11: True, 12: False, 13: False, 14: False, 15: False, 16: False, 17: False, 18: False}"
1049,18,32,BruteForce,U,0.9158097892068326,{}
1050,20,33,BruteForce,U,4.1860718401148915,{}
1051,20,33,BruteForce,S,0.1306372038088739,"{1: True, 2: False, 3: True, 4: True, 5: False, 6: False, 7: True, 8: False, 9: True, 10: True, 11: False, 12: True, 13: False, 14: False, 15: False, 16: True, 17: False, 18: False, 19: False, 20: False}"
1052,20,33,BruteForce,S,3.0896098888479173,"{1: True, 2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: True, 11: False, 12: False, 13: True, 14: True, 15: False, 16: True, 17: False, 18: False, 19: True, 20: True}"
1053,20,33,BruteForce,S,3.1723176003433764,"{1: False, 2: False, 3: False, 4: False, 5: False, 6: True, 7: False, 8: False, 9: False, 10: False, 11: False, 12: True, 13: True, 14: False, 15: True, 16: False, 17: False, 18: False, 19: True, 20: True}"
1054,20,33,BruteForce,U,3.876977736130357,{}
1055,20,33,BruteForce,U,3.7069318098947406,{}
1056,20,33,BruteForce,U,3.9616298913024366,{}
1057,20,33,BruteForce,S,0.41893317783251405,"{1: False, 2: False, 3: True, 4: False, 5: False, 6: True, 7: False, 8: False, 9: False, 10: True, 11: False, 12: True, 13: False, 14: False, 15: True, 16: True, 17: True, 18: False, 19: False, 20: False}"
